time,partial_pressure_of_carbon_dioxide_in_sea_water_profiler_depth_enabled,partial_pressure_of_carbon_dioxide_in_sea_water_profiler_depth_enabled_qc_agg,z
UTC,microatm,,m
2015-02-03T10:05:00Z,54350.3521211686,4,-185.0
2015-02-03T11:05:00Z,79533.6388975661,4,-184.0
2015-02-03T12:05:00Z,12134.5888065466,4,-184.0
2015-02-03T13:05:00Z,1872.0460018223,4,-184.0
2015-02-03T14:05:00Z,1445.131458569,4,-184.0
2015-02-03T15:05:00Z,1400.4232167718,4,-184.0
2015-02-03T16:05:00Z,1366.6526700946,4,-184.0
2015-02-03T17:05:00Z,1338.0406702604,4,-185.0
2015-02-03T18:05:00Z,1343.2743720358,4,-185.0
2015-02-03T19:05:00Z,1338.8172911026,4,-185.0
2015-02-03T20:05:00Z,1338.6110256971,4,-185.0
2015-02-03T21:05:00Z,1354.1340173537,4,-185.0
2015-02-03T22:05:00Z,1358.0183970779,4,-185.0
2015-02-03T23:05:00Z,1341.5500130476,4,-184.0
2015-02-04T00:05:00Z,1319.7712308716,4,-184.0
2015-02-04T01:05:00Z,1321.1142265912,4,-183.0
2015-02-04T02:05:00Z,1319.1924776052,4,-183.0
2015-02-04T03:05:00Z,1317.7793527764,4,-183.0
2015-02-04T04:05:00Z,1308.333437035,4,-183.0
2015-02-04T05:05:00Z,1290.8532876366,4,-184.0
2015-02-04T06:05:00Z,1264.1511559239,4,-184.0
2015-02-04T07:05:00Z,1252.4088556184,4,-185.0
2015-02-04T08:05:00Z,1310.6489658704,4,-185.0
2015-02-04T09:05:00Z,1318.6212440645,4,-185.0
2015-02-04T10:05:00Z,1343.0350690816,4,-185.0
2015-02-04T11:05:00Z,1330.8038093068,4,-185.0
2015-02-04T12:05:00Z,1301.866134841,4,-184.0
2015-02-04T13:05:00Z,1279.944622311,4,-184.0
2015-02-04T14:05:00Z,1240.6421919013,4,-184.0
2015-02-04T15:05:00Z,1106.2159350036,4,-184.0
2015-02-04T16:05:00Z,1145.8771743131,4,-184.0
2015-02-04T17:05:00Z,1165.6480230257,4,-184.0
2015-02-04T18:05:00Z,1270.4315408197,4,-185.0
2015-02-04T19:05:00Z,1288.3599128569,4,-185.0
2015-02-04T20:05:00Z,1286.2941754077,4,-185.0
2015-02-04T21:05:00Z,1272.6352891132,4,-185.0
2015-02-04T22:05:00Z,1281.4394937653,4,-185.0
2015-02-04T23:05:00Z,1187.3486841121,4,-185.0
2015-02-05T02:05:00Z,1920.722178786,4,-183.0
2015-02-05T03:05:00Z,1931.1005696945,4,-183.0
2015-02-05T04:05:00Z,1425.5104056836,4,-183.0
2015-02-05T05:05:00Z,1224.1203892495,4,-183.0
2015-02-05T06:05:00Z,1240.334063836,4,-184.0
2015-02-05T07:05:00Z,1217.3963668522,4,-184.0
2015-02-05T08:05:00Z,1241.8664502521,4,-185.0
2015-02-05T09:05:00Z,1247.6445824469,4,-185.0
2015-02-05T10:05:00Z,1211.6293453726,4,-185.0
2015-02-05T11:05:00Z,1198.5866842301,4,-185.0
2015-02-05T12:05:00Z,1182.4611805913,4,-185.0
2015-02-05T13:05:00Z,1186.6917182712,4,-184.0
2015-02-05T14:05:00Z,1092.1076102082,4,-184.0
2015-02-05T15:05:00Z,1207.7728527683,4,-184.0
2015-02-05T16:05:00Z,1082.1632452454,4,-184.0
2015-02-05T18:05:00Z,902.5378939795,1,-185.0
2015-02-05T19:05:00Z,1040.4175881004,4,-185.0
2015-02-05T20:05:00Z,568.3006791064,1,-43.0
2015-02-05T21:05:00Z,1109.5408570694,4,-191.0
2015-02-05T22:05:00Z,1171.7767131953,4,-191.0
2015-02-05T23:05:00Z,1223.9226892782,4,-190.0
2015-02-06T00:05:00Z,1262.1003680057,4,-190.0
2015-02-06T01:05:00Z,1215.9307547086,4,-189.0
2015-02-06T02:05:00Z,1080.4204139061,4,-189.0
2015-02-06T03:05:00Z,1091.7413790177,4,-189.0
2015-02-06T04:05:00Z,1076.3064507817,4,-189.0
2015-02-06T05:05:00Z,1067.6077750321,4,-189.0
2015-02-06T06:05:00Z,1105.810600173,4,-189.0
2015-02-06T07:05:00Z,1183.6283618394,4,-190.0
2015-02-06T08:05:00Z,1195.1076802361,4,-190.0
2015-02-06T09:05:00Z,1181.0341643782,4,-191.0
2015-02-06T10:05:00Z,1189.8977521272,4,-191.0
2015-02-06T11:05:00Z,1236.7036810415,4,-191.0
2015-02-06T12:05:00Z,1185.4536133935,4,-190.0
2015-02-06T13:05:00Z,1175.4686193232,4,-190.0
2015-02-06T14:05:00Z,1120.0137467486,4,-190.0
2015-02-06T15:05:00Z,1091.9134605378,4,-189.0
2015-02-06T16:05:00Z,1061.6144057323,4,-189.0
2015-02-06T17:05:00Z,1095.9216952215,4,-189.0
2015-02-06T18:05:00Z,1124.0712725152,4,-190.0
2015-02-06T19:05:00Z,1137.9156733457,4,-190.0
2015-02-06T20:05:00Z,1133.9780323368,4,-190.0
2015-02-06T21:05:00Z,1145.3826924792,4,-191.0
2015-02-06T22:05:00Z,1100.6676977374,4,-191.0
2015-02-06T23:05:00Z,1118.1508264892,4,-190.0
2015-02-07T00:05:00Z,1072.4548939145,4,-190.0
2015-02-07T01:05:00Z,1088.9392334131,4,-190.0
2015-02-07T02:05:00Z,1088.6231126446,4,-189.0
2015-02-07T03:05:00Z,1060.7779784942,4,-189.0
2015-02-07T04:05:00Z,1045.8723023705,4,-189.0
2015-02-07T05:05:00Z,1092.0681475179,4,-189.0
2015-02-07T06:05:00Z,1048.5571460356,4,-189.0
2015-02-07T07:05:00Z,1099.1576219975,4,-190.0
2015-02-07T08:05:00Z,1082.839302428,4,-190.0
2015-02-07T09:05:00Z,1065.3611222665,4,-190.0
2015-02-07T10:05:00Z,1062.306724329,4,-191.0
2015-02-07T11:05:00Z,1080.9356039968,4,-191.0
2015-02-07T12:05:00Z,1077.6770235378,4,-190.0
2015-02-07T13:05:00Z,1084.8540583285,4,-190.0
2015-02-07T14:05:00Z,1064.5995464129,4,-190.0
2015-02-07T15:05:00Z,1087.7983299157,4,-189.0
2015-02-07T16:05:00Z,1101.7661813781,4,-189.0
2015-02-07T17:05:00Z,1107.6322319746,4,-189.0
2015-02-07T18:05:00Z,1111.0926016823,4,-189.0
2015-02-07T19:05:00Z,1096.0272279393,4,-190.0
2015-02-07T20:05:00Z,1095.4806279973,4,-190.0
2015-02-07T21:05:00Z,1065.996497132,4,-190.0
2015-02-07T22:05:00Z,1046.8091677933,4,-191.0
2015-02-07T23:05:00Z,1038.9956153525,4,-190.0
2015-02-08T00:05:00Z,1076.9108902582,4,-190.0
2015-02-08T01:05:00Z,1058.46166855,4,-190.0
2015-02-08T02:05:00Z,1030.5315361541,4,-189.0
2015-02-08T03:05:00Z,1016.3711070788,4,-189.0
2015-02-08T04:05:00Z,1027.7287490976,4,-189.0
2015-02-08T05:05:00Z,1040.2519485434,4,-189.0
2015-02-08T06:05:00Z,1058.3652776868,4,-189.0
2015-02-08T07:05:00Z,1047.4952617651,4,-189.0
2015-02-08T08:05:00Z,1037.832829139,4,-190.0
2015-02-08T09:05:00Z,1008.2342388446,4,-190.0
2015-02-08T10:05:00Z,1033.6096395077,4,-191.0
2015-02-08T11:05:00Z,1008.3897976516,4,-191.0
2015-02-08T12:05:00Z,1061.8154338955,4,-191.0
2015-02-08T13:05:00Z,1122.1183694834,4,-190.0
2015-02-08T14:05:00Z,1066.4564549156,4,-190.0
2015-02-08T15:05:00Z,1026.7302625156,4,-189.0
2015-02-08T16:05:00Z,997.0970006809,1,-189.0
2015-02-08T17:05:00Z,1016.0079102043,4,-189.0
2015-02-08T18:05:00Z,1042.8142004944,4,-189.0
2015-02-08T19:05:00Z,1054.711678635,4,-189.0
2015-02-08T20:05:00Z,1084.1400774361,4,-190.0
2015-02-08T21:05:00Z,1015.0561591449,4,-190.0
2015-02-08T22:05:00Z,1035.6443128798,4,-190.0
2015-02-08T23:05:00Z,1058.2334377121,4,-190.0
2015-02-09T00:05:00Z,1075.3798035231,4,-190.0
2015-02-09T01:05:00Z,1059.123291737,4,-190.0
2015-02-09T02:05:00Z,1008.0117539418,4,-190.0
2015-02-09T03:05:00Z,996.136352102,1,-189.0
2015-02-09T04:05:00Z,1004.6262016183,4,-189.0
2015-02-09T05:05:00Z,1003.7455612533,4,-189.0
2015-02-09T06:05:00Z,1029.44903582,4,-189.0
2015-02-09T07:05:00Z,1057.614193834,4,-189.0
2015-02-09T08:05:00Z,1112.5193988391,4,-190.0
2015-02-09T09:05:00Z,1137.5337592489,4,-190.0
2015-02-09T10:05:00Z,1129.1886296566,4,-190.0
2015-02-09T11:05:00Z,1136.8914837792,4,-191.0
2015-02-09T12:05:00Z,1137.7438956803,4,-191.0
2015-02-09T13:05:00Z,1110.0663849118,4,-190.0
2015-02-09T14:05:00Z,1055.9247602738,4,-190.0
2015-02-09T15:05:00Z,1083.0488104518,4,-190.0
2015-02-09T16:05:00Z,1138.0695212714,4,-189.0
2015-02-09T17:05:00Z,1165.6937405559,4,-189.0
2015-02-09T18:05:00Z,1163.8670899113,4,-189.0
2015-02-09T19:05:00Z,1082.3783132403,4,-189.0
2015-02-09T20:05:00Z,1079.9923421415,4,-190.0
2015-02-09T21:05:00Z,1071.1807337708,4,-190.0
2015-02-09T22:05:00Z,1067.8687295806,4,-190.0
2015-02-09T23:05:00Z,1086.0227621719,4,-190.0
2015-02-10T00:05:00Z,1053.7761841346,4,-190.0
2015-02-10T01:05:00Z,1034.6932311095,4,-190.0
2015-02-10T02:05:00Z,1035.4049104988,4,-190.0
2015-02-10T03:05:00Z,1052.7268514123,4,-189.0
2015-02-10T04:05:00Z,1050.4177041362,4,-189.0
2015-02-10T05:05:00Z,1053.0900897284,4,-189.0
2015-02-10T06:05:00Z,1062.1066537108,4,-189.0
2015-02-10T07:05:00Z,1065.9283776663,4,-189.0
2015-02-10T08:05:00Z,1085.8422824243,4,-190.0
2015-02-10T09:05:00Z,1073.9716989625,4,-190.0
2015-02-10T10:05:00Z,1076.4965051432,4,-190.0
2015-02-10T11:05:00Z,1078.909497301,4,-191.0
2015-02-10T12:05:00Z,1081.1424026963,4,-191.0
2015-02-10T13:05:00Z,1094.3145853744,4,-191.0
2015-02-10T14:05:00Z,1069.3009874408,4,-190.0
2015-02-10T15:05:00Z,1119.5310047897,4,-190.0
2015-02-10T16:05:00Z,1101.2121521167,4,-190.0
2015-02-10T17:05:00Z,1150.9830205996,4,-189.0
2015-02-10T18:05:00Z,1164.7387083639,4,-189.0
2015-02-10T19:05:00Z,1232.463794057,4,-189.0
2015-02-10T20:05:00Z,1157.9635072195,4,-189.0
2015-02-10T21:05:00Z,1071.4846578012,4,-190.0
2015-02-10T22:05:00Z,1016.1548547247,4,-190.0
2015-02-10T23:05:00Z,946.0892193759,1,-190.0
2015-02-11T00:05:00Z,938.5272694132,1,-190.0
2015-02-11T01:05:00Z,926.6650899726,1,-190.0
2015-02-11T02:05:00Z,921.4281920967,1,-190.0
2015-02-11T03:05:00Z,925.8499751758,1,-190.0
2015-02-11T04:05:00Z,942.5835319822,1,-190.0
2015-02-11T05:05:00Z,940.5566038393,1,-189.0
2015-02-11T06:05:00Z,933.9755616944,1,-189.0
2015-02-11T07:05:00Z,928.5532728585,1,-189.0
2015-02-11T08:05:00Z,929.3071473093,1,-190.0
2015-02-11T09:05:00Z,930.1094260383,1,-190.0
2015-02-11T10:05:00Z,936.5145058683,1,-190.0
2015-02-11T11:05:00Z,950.2534027486,1,-190.0
2015-02-11T12:05:00Z,950.2536650751,1,-191.0
2015-02-11T13:05:00Z,945.8758908576,1,-191.0
2015-02-11T14:05:00Z,999.2383793713,1,-191.0
2015-02-11T15:05:00Z,956.2273988217,1,-190.0
2015-02-11T16:05:00Z,977.6380038355,1,-190.0
2015-02-11T17:05:00Z,985.2601336624,1,-190.0
2015-02-11T18:05:00Z,984.0067289097,1,-189.0
2015-02-11T19:05:00Z,961.7104893266,1,-189.0
2015-02-11T20:05:00Z,964.9827742725,1,-189.0
2015-02-11T21:05:00Z,1005.5463324567,4,-189.0
2015-02-11T22:05:00Z,1081.8614337431,4,-189.0
2015-02-11T23:05:00Z,1117.7899150987,4,-190.0
2015-02-12T00:05:00Z,989.9782835272,1,-190.0
2015-02-12T01:05:00Z,990.5024179102,1,-190.0
2015-02-12T02:05:00Z,1038.7338201994,4,-190.0
2015-02-12T03:05:00Z,986.2268895901,1,-190.0
2015-02-12T04:05:00Z,1023.7536073782,4,-190.0
2015-02-12T05:05:00Z,1041.9115797027,4,-190.0
2015-02-12T06:05:00Z,1030.0478878363,4,-190.0
2015-02-12T07:05:00Z,1017.9403817728,4,-189.0
2015-02-12T08:05:00Z,993.1711258421,1,-189.0
2015-02-12T09:05:00Z,989.0285967732,1,-190.0
2015-02-12T10:05:00Z,981.4895779887,1,-190.0
2015-02-12T11:05:00Z,987.4162826446,1,-190.0
2015-02-12T12:05:00Z,1000.1048778999,4,-191.0
2015-02-12T13:05:00Z,1009.974672315,4,-191.0
2015-02-12T14:05:00Z,992.1085480669,1,-191.0
2015-02-12T15:05:00Z,982.8185276385,1,-191.0
2015-02-12T16:05:00Z,1002.786037816,4,-190.0
2015-02-12T17:05:00Z,982.9810523472,1,-190.0
2015-02-12T19:05:00Z,784.3461261939,1,-189.0
2015-02-12T20:05:00Z,1068.1948935177,4,-189.0
2015-02-12T21:05:00Z,1313.2996422519,4,-189.0
2015-02-12T22:05:00Z,1445.6574310756,4,-189.0
2015-02-12T23:05:00Z,1521.6216875561,4,-189.0
2015-02-13T00:05:00Z,1562.9676019177,4,-190.0
2015-02-13T01:05:00Z,1556.8672880019,4,-190.0
2015-02-13T02:05:00Z,1504.9886597957,4,-190.0
2015-02-13T03:05:00Z,1524.9339953549,4,-190.0
2015-02-13T04:05:00Z,1512.5877253488,4,-190.0
2015-02-13T05:05:00Z,1476.476042222,4,-190.0
2015-02-13T06:05:00Z,1527.3172724834,4,-190.0
2015-02-13T07:05:00Z,1545.5580078874,4,-190.0
2015-02-13T08:05:00Z,1572.927319185,4,-190.0
2015-02-13T09:05:00Z,1556.9263393601,4,-190.0
2015-02-13T10:05:00Z,1559.8190529667,4,-190.0
2015-02-13T11:05:00Z,1562.0056568159,4,-190.0
2015-02-13T12:05:00Z,1551.0775127642,4,-190.0
2015-02-13T13:05:00Z,1548.3443138654,4,-190.0
2015-02-13T14:05:00Z,1548.879231554,4,-191.0
2015-02-13T15:05:00Z,1525.5639654433,4,-191.0
2015-02-13T16:05:00Z,1515.5474472113,4,-190.0
2015-02-13T17:05:00Z,1493.8106500677,4,-190.0
2015-02-13T18:05:00Z,1527.6977617202,4,-190.0
2015-02-13T19:05:00Z,1504.9232178072,4,-190.0
2015-02-13T20:05:00Z,1541.9509983839,4,-189.0
2015-02-13T21:05:00Z,1543.3524435382,4,-189.0
2015-02-13T22:05:00Z,1542.28783898,4,-189.0
2015-02-13T23:05:00Z,1540.1280959181,4,-189.0
2015-02-14T00:05:00Z,1573.5434938414,4,-189.0
2015-02-14T01:05:00Z,1589.1370991318,4,-189.0
2015-02-14T02:05:00Z,1596.0241432287,4,-190.0
2015-02-14T03:05:00Z,1578.3156008109,4,-190.0
2015-02-14T04:05:00Z,1559.529681767,4,-190.0
2015-02-14T05:05:00Z,1584.7373701512,4,-190.0
2015-02-14T06:05:00Z,1589.3970407234,4,-190.0
2015-02-14T07:05:00Z,1599.6948041992,4,-190.0
2015-02-14T08:05:00Z,1573.0274010689,4,-190.0
2015-02-14T09:05:00Z,1573.2030875239,4,-190.0
2015-02-14T10:05:00Z,1572.0798682422,4,-190.0
2015-02-14T11:05:00Z,1571.4875752262,4,-190.0
2015-02-14T12:05:00Z,1561.5794106403,4,-190.0
2015-02-14T13:05:00Z,1549.2371625566,4,-190.0
2015-02-14T14:05:00Z,1567.9483495126,4,-191.0
2015-02-14T15:05:00Z,1573.8281646236,4,-191.0
2015-02-14T16:05:00Z,1568.8284709824,4,-191.0
2015-02-14T17:05:00Z,1589.1224920826,4,-191.0
2015-02-14T18:05:00Z,1557.2962713944,4,-190.0
2015-02-14T19:05:00Z,1569.8938437436,4,-190.0
2015-02-14T20:05:00Z,1572.2634536512,4,-189.0
2015-02-14T21:05:00Z,1536.580200098,4,-189.0
2015-02-14T22:05:00Z,1563.9891019204,4,-189.0
2015-02-14T23:05:00Z,1574.0852533461,4,-189.0
2015-02-15T00:05:00Z,1552.4987731707,4,-189.0
2015-02-15T01:05:00Z,1563.017528694,4,-189.0
2015-02-15T02:05:00Z,1543.3062963331,4,-189.0
2015-02-15T03:05:00Z,1562.2542457267,4,-190.0
2015-02-15T04:05:00Z,1551.8984598702,4,-190.0
2015-02-15T05:05:00Z,1555.1240709204,4,-190.0
2015-02-15T06:05:00Z,1549.5068784758,4,-190.0
2015-02-15T07:05:00Z,1556.0008021156,4,-190.0
2015-02-15T08:05:00Z,1555.255219608,4,-190.0
2015-02-15T09:05:00Z,1470.6364295914,4,-190.0
2015-02-15T10:05:00Z,1489.3238286184,4,-190.0
2015-02-15T11:05:00Z,1526.0273793911,4,-190.0
2015-02-15T12:05:00Z,1553.3827493597,4,-190.0
2015-02-15T13:05:00Z,1567.9593859069,4,-190.0
2015-02-15T14:05:00Z,1578.6381264873,4,-190.0
2015-02-15T15:05:00Z,1545.5773702099,4,-191.0
2015-02-15T16:05:00Z,1548.2582250427,4,-191.0
2015-02-15T17:05:00Z,1562.5715601195,4,-191.0
2015-02-15T18:05:00Z,1562.7424800121,4,-191.0
2015-02-15T19:05:00Z,1542.8369283328,4,-190.0
2015-02-15T20:05:00Z,1539.9711915173,4,-190.0
2015-02-15T21:05:00Z,1515.9134902845,4,-189.0
2015-02-15T22:05:00Z,1519.4006712572,4,-189.0
2015-02-15T23:05:00Z,1561.0774400172,4,-189.0
2015-02-16T00:05:00Z,1564.3031161799,4,-189.0
2015-02-16T01:05:00Z,1558.985306346,4,-189.0
2015-02-16T02:05:00Z,1543.0931823256,4,-189.0
2015-02-16T03:05:00Z,1552.7834095589,4,-189.0
2015-02-16T04:05:00Z,1519.1318326466,4,-190.0
2015-02-16T05:05:00Z,1513.345011066,4,-190.0
2015-02-16T06:05:00Z,1513.644967718,4,-190.0
2015-02-16T07:05:00Z,1544.2400175477,4,-190.0
2015-02-16T08:05:00Z,1507.3656426675,4,-190.0
2015-02-16T09:05:00Z,1507.0159039431,4,-190.0
2015-02-16T10:05:00Z,1501.1640824149,4,-190.0
2015-02-16T11:05:00Z,1509.5619777143,4,-190.0
2015-02-16T12:05:00Z,1527.0876293587,4,-190.0
2015-02-16T13:05:00Z,1566.6600011439,4,-190.0
2015-02-16T14:05:00Z,1582.5268294639,4,-190.0
2015-02-16T15:05:00Z,1589.4377022798,4,-190.0
2015-02-16T16:05:00Z,1528.2589617452,4,-191.0
2015-02-16T17:05:00Z,1550.4012143461,4,-191.0
2015-02-16T18:05:00Z,1521.7507681232,4,-191.0
2015-02-16T19:05:00Z,1530.8904267741,4,-191.0
2015-02-16T20:05:00Z,1513.4960755742,4,-190.0
2015-02-16T21:05:00Z,1547.6400315894,4,-190.0
2015-02-16T22:05:00Z,1546.7068106042,4,-189.0
2015-02-16T23:05:00Z,1538.8431736916,4,-189.0
2015-02-17T00:05:00Z,1551.9014004414,4,-188.0
2015-02-17T01:05:00Z,1567.5343517034,4,-188.0
2015-02-17T02:05:00Z,1556.590549516,4,-189.0
2015-02-17T03:05:00Z,1547.372952254,4,-189.0
2015-02-17T04:05:00Z,1548.0652398925,4,-189.0
2015-02-17T05:05:00Z,1553.8137975801,4,-190.0
2015-02-17T06:05:00Z,1551.454306747,4,-190.0
2015-02-17T07:05:00Z,1558.4978951146,4,-191.0
2015-02-17T08:05:00Z,1555.2166632072,4,-191.0
2015-02-17T09:05:00Z,1537.960468093,4,-190.0
2015-02-17T10:05:00Z,1560.2716157308,4,-190.0
2015-02-17T11:05:00Z,1547.2499855338,4,-190.0
2015-02-17T12:05:00Z,1558.780356124,4,-189.0
2015-02-17T13:05:00Z,1538.7619070612,4,-189.0
2015-02-17T14:05:00Z,1548.9846921091,4,-189.0
2015-02-17T15:05:00Z,1539.8442455139,4,-190.0
2015-02-17T16:05:00Z,1517.1205429351,4,-190.0
2015-02-17T17:05:00Z,1536.0297000409,4,-191.0
2015-02-17T18:05:00Z,1553.2423271948,4,-191.0
2015-02-17T19:05:00Z,1579.5721887499,4,-191.0
2015-02-17T20:05:00Z,1572.7215060199,4,-191.0
2015-02-17T21:05:00Z,1578.2423303309,4,-190.0
2015-02-17T22:05:00Z,1582.6917827512,4,-190.0
2015-02-17T23:05:00Z,1580.8414580459,4,-189.0
2015-02-18T00:05:00Z,1588.4160550959,4,-189.0
2015-02-18T01:05:00Z,1599.0917482814,4,-188.0
2015-02-18T02:05:00Z,1591.2280834879,4,-188.0
2015-02-18T03:05:00Z,1548.5848109164,4,-189.0
2015-02-18T04:05:00Z,1545.8693434308,4,-189.0
2015-02-18T05:05:00Z,1534.9817699835,4,-190.0
2015-02-18T06:05:00Z,1480.2423228131,4,-190.0
2015-02-18T07:05:00Z,1449.0209907778,4,-191.0
2015-02-18T08:05:00Z,1437.7451872689,4,-191.0
2015-02-18T09:05:00Z,1412.3709404658,4,-191.0
2015-02-18T10:05:00Z,1487.9693526576,4,-190.0
2015-02-18T11:05:00Z,1526.864256997,4,-190.0
2015-02-18T12:05:00Z,1523.8623280782,4,-189.0
2015-02-18T13:05:00Z,1527.9250811976,4,-189.0
2015-02-18T14:05:00Z,1524.933088859,4,-189.0
2015-02-18T15:05:00Z,1572.7795199419,4,-189.0
2015-02-18T16:05:00Z,1560.5117393235,4,-190.0
2015-02-18T17:05:00Z,1481.3742573918,4,-190.0
2015-02-18T18:05:00Z,1440.0781404631,4,-191.0
2015-02-18T19:05:00Z,1409.9324795451,4,-191.0
2015-02-18T20:05:00Z,1450.2819797458,4,-191.0
2015-02-18T21:05:00Z,1382.2008907332,4,-191.0
2015-02-18T22:05:00Z,1438.977891034,4,-190.0
2015-02-18T23:05:00Z,1098.4117923361,4,-126.0
2015-02-19T00:05:00Z,610.7946411568,1,-111.0
2015-02-19T01:05:00Z,1230.5034692033,4,-175.0
2015-02-19T02:05:00Z,551.0180711554,1,-21.0
2015-02-19T03:05:00Z,1199.750211396,4,-183.0
2015-02-19T04:05:00Z,583.5155387951,1,-50.0
2015-02-19T05:05:00Z,1150.5765327559,4,-184.0
2015-02-19T06:05:00Z,797.0417687423,1,-98.0
2015-02-19T07:05:00Z,907.1077234974,1,-165.0
2015-02-19T08:05:00Z,1171.2306793099,4,-150.0
2015-02-19T09:05:00Z,555.5736347924,1,-62.0
2015-02-19T10:05:00Z,1148.4388603733,4,-185.0
2015-02-19T11:05:00Z,574.3904906352,1,-32.0
2015-02-19T12:05:00Z,1155.6863642123,4,-184.0
2015-02-19T13:05:00Z,714.0059634478,1,-79.0
2015-02-19T14:05:00Z,1038.3264831384,4,-183.0
2015-02-19T15:05:00Z,931.4531044347,1,-127.0
2015-02-19T16:05:00Z,616.8303922574,1,-107.0
2015-02-19T17:05:00Z,1175.2090728751,4,-178.0
2015-02-19T18:05:00Z,561.0689903446,1,-19.0
2015-02-19T20:05:00Z,456.8779040855,1,-59.0
2015-02-19T21:05:00Z,1025.4922960939,4,-185.0
2015-02-19T22:05:00Z,1229.8850887252,4,-185.0
2015-02-19T23:05:00Z,1318.8655111246,4,-184.0
2015-02-20T00:05:00Z,1365.1118740094,4,-184.0
2015-02-20T01:05:00Z,1369.0500767551,4,-183.0
2015-02-20T02:05:00Z,1359.912932497,4,-183.0
2015-02-20T03:05:00Z,1371.282562489,4,-183.0
2015-02-20T04:05:00Z,1361.8008176691,4,-183.0
2015-02-20T05:05:00Z,1379.3858903101,4,-183.0
2015-02-20T06:05:00Z,1354.369990662,4,-184.0
2015-02-20T07:05:00Z,1362.3784258994,4,-185.0
2015-02-20T08:05:00Z,1344.0605829597,4,-185.0
2015-02-20T09:05:00Z,1411.6698921482,4,-185.0
2015-02-20T10:05:00Z,1405.5024912285,4,-185.0
2015-02-20T11:05:00Z,1404.0103098326,4,-185.0
2015-02-20T12:05:00Z,1396.1996181029,4,-184.0
2015-02-20T13:05:00Z,1409.452316174,4,-184.0
2015-02-20T14:05:00Z,1392.9150109822,4,-183.0
2015-02-20T15:05:00Z,1389.0630661488,4,-183.0
2015-02-20T16:05:00Z,1362.8080059383,4,-183.0
2015-02-20T17:05:00Z,1352.7345887521,4,-184.0
2015-02-20T18:05:00Z,1394.676865181,4,-184.0
2015-02-20T19:05:00Z,1392.8090334773,4,-185.0
2015-02-20T20:05:00Z,1368.2399638594,4,-185.0
2015-02-20T21:05:00Z,1370.5601791266,4,-185.0
2015-02-20T22:05:00Z,1379.9037302996,4,-185.0
2015-02-20T23:05:00Z,1420.3690050285,4,-185.0
2015-02-21T00:05:00Z,1322.3983789582,4,-184.0
2015-02-21T01:05:00Z,1405.423385411,4,-184.0
2015-02-21T02:05:00Z,1398.0095064077,4,-183.0
2015-02-21T03:05:00Z,1407.0186762718,4,-183.0
2015-02-21T04:05:00Z,1397.4300632737,4,-183.0
2015-02-21T05:05:00Z,1392.5046290742,4,-183.0
2015-02-21T06:05:00Z,1387.6011493471,4,-184.0
2015-02-21T07:05:00Z,1396.5453071718,4,-184.0
2015-02-21T08:05:00Z,1385.227721724,4,-185.0
2015-02-21T09:05:00Z,1395.4489631154,4,-185.0
2015-02-21T10:05:00Z,1396.0551497218,4,-185.0
2015-02-21T11:05:00Z,1417.656522931,4,-185.0
2015-02-21T12:05:00Z,1398.5003981098,4,-185.0
2015-02-21T13:05:00Z,1390.8348435919,4,-184.0
2015-02-21T14:05:00Z,1336.2092166241,4,-184.0
2015-02-21T15:05:00Z,1398.7761454102,4,-183.0
2015-02-21T16:05:00Z,1283.213822548,4,-183.0
2015-02-21T17:05:00Z,1267.770718793,4,-183.0
2015-02-21T18:05:00Z,1243.7694514817,4,-184.0
2015-02-21T19:05:00Z,1192.8182196851,4,-184.0
2015-02-21T20:05:00Z,1340.2051404995,4,-185.0
2015-02-21T21:05:00Z,1219.2976482326,4,-185.0
2015-02-21T22:05:00Z,1214.2174591536,4,-185.0
2015-02-21T23:05:00Z,1360.9808545919,4,-185.0
2015-02-22T00:05:00Z,1441.6877946477,4,-185.0
2015-02-22T01:05:00Z,1303.1782753324,4,-184.0
2015-02-22T02:05:00Z,1218.2133814714,4,-183.0
2015-02-22T03:05:00Z,1362.3676713964,4,-183.0
2015-02-22T04:05:00Z,1367.2901804565,4,-183.0
2015-02-22T05:05:00Z,1377.7996679994,4,-183.0
2015-02-22T06:05:00Z,1210.8774029676,4,-183.0
2015-02-22T07:05:00Z,1207.8358154512,4,-184.0
2015-02-22T08:05:00Z,1215.8958318195,4,-185.0
2015-02-22T09:05:00Z,1238.4096537466,4,-185.0
2015-02-22T10:05:00Z,1188.525190505,4,-185.0
2015-02-22T11:05:00Z,1264.7965156857,4,-185.0
2015-02-22T12:05:00Z,1268.0282853553,4,-185.0
2015-02-22T13:05:00Z,1285.3772822248,4,-185.0
2015-02-22T14:05:00Z,1245.0345373793,4,-184.0
2015-02-22T15:05:00Z,1249.897907324,4,-183.0
2015-02-22T16:05:00Z,1219.3654693621,4,-183.0
2015-02-22T17:05:00Z,1198.8869145293,4,-183.0
2015-02-22T18:05:00Z,1175.1919246059,4,-183.0
2015-02-22T19:05:00Z,1166.1510359569,4,-184.0
2015-02-22T20:05:00Z,1155.1388318554,4,-184.0
2015-02-22T21:05:00Z,1151.6835766671,4,-185.0
2015-02-22T22:05:00Z,1151.3857631473,4,-185.0
2015-02-22T23:05:00Z,1161.8122367929,4,-185.0
2015-02-23T00:05:00Z,1172.5266345392,4,-185.0
