time,partial_pressure_of_carbon_dioxide_in_sea_water_profiler_depth_enabled,partial_pressure_of_carbon_dioxide_in_sea_water_profiler_depth_enabled_qc_agg,z
UTC,microatm,,m
2015-07-13T16:46:00Z,325.463326613,1,-65.0
2015-07-13T16:53:00Z,331.9815725121,1,-77.0
2015-07-13T17:00:00Z,354.1108413253,1,-89.0
2015-07-13T17:07:00Z,398.3922376945,1,-101.0
2015-07-13T17:14:00Z,430.2282371931,1,-113.0
2015-07-13T17:22:00Z,474.9866348084,1,-125.0
2015-07-13T17:29:00Z,485.1739053301,1,-137.0
2015-07-13T17:36:00Z,491.7202668399,1,-150.0
2015-07-13T17:43:00Z,516.8023547925,1,-162.0
2015-07-13T19:57:00Z,574.3948503228,1,-157.0
2015-07-13T20:07:00Z,531.6854670937,1,-116.0
2015-07-13T20:16:00Z,517.664082201,1,-137.0
2015-07-13T20:28:00Z,547.8555091871,1,-177.0
2015-07-13T20:29:00Z,375.7546088434,3,-177.0
2015-07-13T21:05:00Z,561.9664264282,1,-125.0
2015-07-13T22:05:00Z,579.7665321852,1,-186.0
2015-07-13T23:05:00Z,589.4722735683,1,-185.0
2015-07-14T00:05:00Z,600.1372594985,1,-185.0
2015-07-14T01:05:00Z,599.0115131945,1,-185.0
2015-07-14T02:05:00Z,600.4312598973,1,-186.0
2015-07-14T03:05:00Z,603.2974807187,1,-186.0
2015-07-14T04:05:00Z,605.2814461019,1,-187.0
2015-07-14T05:05:00Z,603.8969142241,1,-187.0
2015-07-14T06:05:00Z,606.608266059,1,-187.0
2015-07-14T07:05:00Z,609.9406853235,1,-187.0
2015-07-14T08:05:00Z,622.456546764,1,-187.0
2015-07-14T09:05:00Z,607.6804307584,1,-186.0
2015-07-14T10:05:00Z,593.1877281239,1,-185.0
2015-07-14T11:05:00Z,597.7819827282,1,-185.0
2015-07-14T12:05:00Z,584.3639808654,1,-184.0
2015-07-14T13:05:00Z,571.8833794364,1,-184.0
2015-07-14T14:05:00Z,565.6404349975,1,-184.0
2015-07-14T15:05:00Z,584.4422548994,1,-185.0
2015-07-14T16:05:00Z,597.6990665273,1,-185.0
2015-07-14T17:05:00Z,607.5670588995,1,-186.0
2015-07-14T18:05:00Z,620.6812493858,1,-186.0
2015-07-14T19:05:00Z,631.7159089994,1,-186.0
2015-07-14T20:05:00Z,349.7133361118,1,-82.0
2015-07-14T21:05:00Z,340.1940826528,1,-62.0
2015-07-14T22:05:00Z,353.2206756784,1,-41.0
2015-07-14T23:05:00Z,557.8463460531,1,-185.0
2015-07-15T00:05:00Z,572.2506158579,1,-185.0
2015-07-15T01:05:00Z,572.4523056489,1,-185.0
2015-07-15T02:05:00Z,583.4596544509,1,-185.0
2015-07-15T03:05:00Z,610.3720728029,1,-186.0
2015-07-15T04:05:00Z,602.4989695018,1,-186.0
2015-07-15T05:05:00Z,619.7790294579,1,-187.0
2015-07-15T06:05:00Z,628.7128863411,1,-187.0
2015-07-15T07:05:00Z,635.8356335352,1,-187.0
2015-07-15T08:05:00Z,627.9203036098,1,-187.0
2015-07-15T09:05:00Z,638.2196631669,1,-186.0
2015-07-15T10:05:00Z,591.1763941687,1,-186.0
2015-07-15T11:05:00Z,593.9404529174,1,-185.0
2015-07-15T12:05:00Z,582.2824627656,1,-185.0
2015-07-15T23:05:00Z,567.3094695165,1,-186.0
2015-07-16T00:05:00Z,586.0359605403,1,-186.0
2015-07-16T01:05:00Z,585.6412783611,1,-186.0
2015-07-16T02:05:00Z,586.3067955304,1,-186.0
2015-07-16T03:05:00Z,569.425466785,1,-186.0
2015-07-16T04:05:00Z,578.2728078385,1,-186.0
2015-07-16T05:05:00Z,570.8494118927,1,-187.0
2015-07-16T06:05:00Z,582.0907612449,1,-187.0
2015-07-16T07:05:00Z,591.7516372804,1,-187.0
2015-07-16T08:05:00Z,601.1028323973,1,-187.0
2015-07-16T09:05:00Z,618.4917327529,1,-187.0
2015-07-16T10:05:00Z,596.40204588,1,-187.0
2015-07-16T11:05:00Z,615.5545430141,1,-186.0
2015-07-16T12:05:00Z,593.3347431895,1,-185.0
2015-07-16T13:05:00Z,580.3638929842,1,-185.0
2015-07-16T14:05:00Z,582.3349175855,1,-184.0
2015-07-16T15:05:00Z,567.9268322962,1,-184.0
2015-07-16T16:05:00Z,536.2586135654,1,-131.0
2015-07-16T16:29:00Z,349.6123297088,3,-32.0
2015-07-16T16:38:00Z,339.6414816938,1,-43.0
2015-07-16T16:45:00Z,336.5661399387,1,-54.0
2015-07-16T16:52:00Z,330.1860389489,1,-66.0
2015-07-16T17:00:00Z,334.7396254318,1,-78.0
2015-07-16T17:06:00Z,358.1108206054,1,-89.0
2015-07-16T17:13:00Z,384.3414328061,1,-101.0
2015-07-16T17:20:00Z,419.1029416452,1,-113.0
2015-07-16T17:26:00Z,439.8105107915,1,-125.0
2015-07-16T17:34:00Z,478.3752748491,1,-138.0
2015-07-16T17:41:00Z,488.6472576861,1,-150.0
2015-07-16T17:49:00Z,499.9850929069,1,-163.0
2015-07-16T22:05:00Z,494.3398194677,1,-151.0
2015-07-16T23:05:00Z,541.4657998424,1,-186.0
2015-07-17T00:05:00Z,523.2009274041,1,-186.0
2015-07-17T01:05:00Z,519.2054493549,1,-186.0
2015-07-17T02:05:00Z,531.8205942613,1,-185.0
2015-07-17T03:05:00Z,558.8463975028,1,-185.0
2015-07-17T04:05:00Z,555.9135208484,1,-186.0
2015-07-17T05:05:00Z,570.6647282489,1,-186.0
2015-07-17T06:05:00Z,569.2201992397,1,-187.0
2015-07-17T07:05:00Z,614.6848606919,1,-187.0
2015-07-17T08:05:00Z,627.0924349057,1,-187.0
2015-07-17T09:05:00Z,621.0603576486,1,-187.0
2015-07-17T10:05:00Z,585.3611970304,1,-187.0
2015-07-17T11:05:00Z,562.6137591718,1,-186.0
2015-07-17T12:05:00Z,562.3084589049,1,-186.0
2015-07-17T13:05:00Z,546.9579157884,1,-185.0
2015-07-17T14:05:00Z,551.7201836327,1,-185.0
2015-07-17T15:05:00Z,532.4206472701,1,-184.0
2015-07-17T16:05:00Z,526.0386119505,1,-184.0
2015-07-17T17:05:00Z,546.8560219119,1,-185.0
2015-07-17T18:05:00Z,593.9568042706,1,-185.0
2015-07-17T19:05:00Z,591.3794754972,1,-186.0
2015-07-17T20:05:00Z,593.2069453678,1,-187.0
2015-07-17T21:05:00Z,589.2507005328,1,-187.0
2015-07-17T22:05:00Z,586.1681107773,1,-187.0
2015-07-17T23:05:00Z,583.0805616873,1,-187.0
2015-07-18T00:05:00Z,567.8764530105,1,-186.0
2015-07-18T01:05:00Z,559.6740162233,1,-186.0
2015-07-18T02:05:00Z,570.7317297704,1,-186.0
2015-07-18T03:05:00Z,556.8337034167,1,-185.0
2015-07-18T04:05:00Z,577.6463582118,1,-185.0
2015-07-18T05:05:00Z,571.6631451339,1,-186.0
2015-07-18T06:05:00Z,584.6903036653,1,-186.0
2015-07-18T07:05:00Z,586.9551827596,1,-187.0
2015-07-18T08:05:00Z,579.9915407189,1,-187.0
2015-07-18T09:05:00Z,582.3742918505,1,-187.0
2015-07-18T10:05:00Z,572.4993196654,1,-187.0
2015-07-18T11:05:00Z,570.63565683,1,-187.0
2015-07-18T12:05:00Z,572.4022119275,1,-186.0
2015-07-18T13:05:00Z,566.4136286764,1,-185.0
2015-07-18T14:05:00Z,560.2857398673,1,-185.0
2015-07-18T15:05:00Z,561.2891498638,1,-185.0
2015-07-18T16:05:00Z,562.5548108889,1,-184.0
2015-07-18T17:05:00Z,572.282676095,1,-185.0
2015-07-18T18:05:00Z,580.4642576876,1,-185.0
2015-07-18T19:05:00Z,583.9746071574,1,-186.0
2015-07-18T20:05:00Z,598.7843342331,1,-186.0
2015-07-18T21:05:00Z,599.3522305122,1,-187.0
2015-07-18T22:05:00Z,603.7175060955,1,-187.0
2015-07-18T23:05:00Z,595.6719092871,1,-187.0
2015-07-19T00:05:00Z,581.762357976,1,-186.0
2015-07-19T01:05:00Z,586.805815003,1,-186.0
2015-07-19T02:05:00Z,587.8826827379,1,-186.0
2015-07-19T03:05:00Z,582.9892192442,1,-185.0
2015-07-19T04:05:00Z,584.5248105768,1,-185.0
2015-07-19T05:05:00Z,594.9078624116,1,-186.0
2015-07-19T06:05:00Z,605.6192469837,1,-186.0
2015-07-19T07:05:00Z,600.3764814614,1,-186.0
2015-07-19T08:05:00Z,622.3776552159,1,-187.0
2015-07-19T09:05:00Z,613.8974045241,1,-187.0
2015-07-19T10:05:00Z,610.9826995996,1,-187.0
2015-07-19T11:05:00Z,601.5747213335,1,-187.0
2015-07-19T12:05:00Z,576.7755598343,1,-186.0
2015-07-19T13:05:00Z,576.2084790861,1,-186.0
2015-07-19T14:05:00Z,602.6430810162,1,-185.0
2015-07-19T15:05:00Z,596.1310444393,1,-185.0
2015-07-19T16:05:00Z,585.2614972228,1,-185.0
